Tournament,Title,Cluster
Manzar 2024,Novice Semifinals,5
Manzar 2024,Open Pre-semifinal,5
Manzar 2024,Round 5,8
Manzar 2024,Round 4,9
Manzar 2024,Round 3,4
Manzar 2024,Round 2,5
Manzar 2024,Round 1,7
Manzar Open 2022,Grand Final,2
Manzar Open 2022,Semifinals,5
Manzar Open 2022,Pre Semi Finals,9
Manzar Open 2022,Round 5,3
Manzar Open 2022,Round 4,0
Manzar Open 2022,Round 3,8
Manzar Open 2022,Round 2,5
Manzar Open 2022,Round 1,2
Manzar Open 2023,Grand Final,6
Manzar Open 2023,Novice Finals,0
Manzar Open 2023,Semifinals,9
Manzar Open 2023,Novice Semifinals,4
Manzar Open 2023,Quarterfinals,4
Manzar Open 2023,Pre-Quarter Finals,9
Manzar Open 2023,Round 5,3
Manzar Open 2023,Round 4,0
Manzar Open 2023,Round 3,2
Manzar Open 2023,Round 2,2
Manzar Open 2023,Round 1,5
McGill IV 2024,Novice Finals,7
McGill IV 2024,Grand Final,0
McGill IV 2024,Semifinals,6
McGill IV 2024,Quarterfinals,3
McGill IV 2024,Round 5,9
McGill IV 2024,Round 4,2
McGill IV 2024,Round 3,8
McGill IV 2024,Round 2,9
McGill IV 2024,Round 1,4
McGill IV 2025,Novice Finals,8
McGill IV 2025,Grand Final,3
McGill IV 2025,Semifinals,7
McGill IV 2025,Quarterfinals,9
McGill IV 2025,Round 5,7
McGill IV 2025,Round 4,9
McGill IV 2025,Round 3,6
McGill IV 2025,Round 2,7
McGill IV 2025,Round 1,8
McMaster Pro Ams 2021,Grand Final,8
McMaster Pro Ams 2021,Semifinals,2
McMaster Pro Ams 2021,Round 5,2
McMaster Pro Ams 2021,Round 4,0
McMaster Pro Ams 2021,Round 3,8
McMaster Pro Ams 2021,Round 2,9
McMaster Pro Ams 2021,Round 1,8
Melbourne Mini 2020,ESL Finals,9
Melbourne Mini 2020,Open Grand Final,0
Melbourne Mini 2020,Novice Finals,8
Melbourne Mini 2020,Open Semifinals,3
Melbourne Mini 2020,Novice Semifinals,2
Melbourne Mini 2020,Round 5,4
Melbourne Mini 2020,Round 4,6
Melbourne Mini 2020,Round 3,0
Melbourne Mini 2020,Round 2,8
Melbourne Mini 2020,Round 1,2
Meta IV 2021,Grand Final,6
Meta IV 2021,Round 4,6
Meta IV 2021,Round 3,3
Meta IV 2021,Round 2,7
Meta IV 2021,Round 1,5
Mindanao PDC 48th 2024,Round 1,9
Mindanao PDC 48th 2024,Round 2,9
Mindanao PDC 48th 2024,Round 3,4
Mindanao PDC 48th 2024,Round 4,2
Mindanao PDC 48th 2024,Pre-quarterfinals,7
Mindanao PDC 48th 2024,Quarterfinals,3
Mindanao PDC 48th 2024,Semifinals,3
Mindanao PDC 48th 2024,Grand Final,0
Mindanao PDC 48th 2024,High School Semifinals,6
Mindanao PDC 48th 2024,High School Finals,7
Monash Pre-WUDC 2023,ESL Finals,4
Monash Pre-WUDC 2023,ESL Semifinals,9
Monash Pre-WUDC 2023,Grand Final,7
Monash Pre-WUDC 2023,Semifinals,4
Monash Pre-WUDC 2023,Quarterfinals,9
Monash Pre-WUDC 2023,Round 5,9
Monash Pre-WUDC 2023,Round 4,8
Monash Pre-WUDC 2023,Round 3,0
Monash Pre-WUDC 2023,Round 2,6
Monash Pre-WUDC 2023,Round 1,5
NA Spar Open 2021,Novice Finals,3
NA Spar Open 2021,Grand Final,8
NA Spar Open 2021,Semifinals,9
NA Spar Open 2021,Pre-Semi Finals,0
NA Spar Open 2021,Round 5,5
NA Spar Open 2021,Round 4,0
NA Spar Open 2021,Round 3,4
NA Spar Open 2021,Round 2,7
NA Spar Open 2021,Round 1,7
NA Spar Open 2023,Grand Final,-1
NA Spar Open 2023,Open Semifinals,2
NA Spar Open 2023,Novice Finals,8
NA Spar Open 2023,High School Finals,7
NA Spar Open 2023,Round 5,6
NA Spar Open 2023,Round 4,5
NA Spar Open 2023,Round 3,7
NA Spar Open 2023,Round 2,9
NA Spar Open 2023,Round 1,1
NA Spar Pre-WUDC 2023,Grand Finals,3
NA Spar Pre-WUDC 2023,ESL Finals,5
NA Spar Pre-WUDC 2023,Novice Finals,5
NA Spar Pre-WUDC 2023,Semi Finals,0
NA Spar Pre-WUDC 2023,Round 5,4
NA Spar Pre-WUDC 2023,Round 4,-1
NA Spar Pre-WUDC 2023,Round 3,1
NA Spar Pre-WUDC 2023,Round 2,7
NA Spar Pre-WUDC 2023,Round 1,3
NALSAR IV 2021,Grand Final,0
NALSAR IV 2021,Novice Final,8
NALSAR IV 2021,Semifinals,9
NALSAR IV 2021,Novice Semifinal,3
NALSAR IV 2021,Quarterfinals,5
NALSAR IV 2021,Round 5,9
NALSAR IV 2021,Round 4,9
NALSAR IV 2021,Round 3,9
NALSAR IV 2021,Round 2,5
NALSAR IV 2021,Round 1,9
NALSAR IV 2022,Novice Finals,0
NALSAR IV 2022,Grand Final,2
NALSAR IV 2022,Semifinals,0
NALSAR IV 2022,Quarterfinals,2
NALSAR IV 2022,Round 5,7
NALSAR IV 2022,Round 4,7
NALSAR IV 2022,Round 3,7
NALSAR IV 2022,Round 2,7
NALSAR IV 2022,Round 1,8
NALSAR IV 2023,Open Grand Finals,3
NALSAR IV 2023,Novice Finals,7
NALSAR IV 2023,Open Semifinals,9
NALSAR IV 2023,Novice Semifinals,2
NALSAR IV 2023,Open Quarterfinals,5
NALSAR IV 2023,Novice Pre-Semifinals,5
NALSAR IV 2023,Round 5,3
NALSAR IV 2023,Round 4,0
NALSAR IV 2023,Round 3,6
NALSAR IV 2023,Round 2,8
NALSAR IV 2023,Round 1,1
NALSAR IV 2024,Novice Finals,8
NALSAR IV 2024,Novice Semifinals,8
NALSAR IV 2024,Grand Final,4
NALSAR IV 2024,Semifinals,0
NALSAR IV 2024,Quarterfinals,7
NALSAR IV 2024,Round 5 (Silent),4
NALSAR IV 2024,Round 4,8
NALSAR IV 2024,Round 3,9
NALSAR IV 2024,Round 2,2
NALSAR IV 2024,Round 1,5
NAUDC 2021,Round 1,8
NAUDC 2021,Round 2,9
NAUDC 2021,Round 3,8
NAUDC 2021,Round 4,4
NAUDC 2021,Round 5,9
NAUDC 2021,Round 6 (Closed),6
NAUDC 2021,Quarterfinals,7
NAUDC 2021,Semifinals,9
NAUDC 2021,Grand Finals,8
NAUDC 2021,Novice Finals,9
NAUDC 2023,Novice Finals,2
NAUDC 2023,Novice Semifinals,3
NAUDC 2023,Grand Final,8
NAUDC 2023,Semifinals,0
NAUDC 2023,Quarterfinals,8
NAUDC 2023,Round 6,7
NAUDC 2023,Round 5 (Closed),6
NAUDC 2023,Round 4,4
NAUDC 2023,Round 3,8
NAUDC 2023,Round 2,0
NAUDC 2023,Round 1,2
NAUDC 2024,Novice Finals,0
NAUDC 2024,ESL Finals,6
NAUDC 2024,Grand Final,6
NAUDC 2024,Semifinals,9
NAUDC 2024,Quarterfinals,0
NAUDC 2024,Round 9,7
NAUDC 2024,Round 8,0
NAUDC 2024,Round 7,8
NAUDC 2024,Round 6,9
NAUDC 2024,Round 5,9
NAUDC 2024,Round 4,4
NAUDC 2024,Round 3,2
NAUDC 2024,Round 2,2
NAUDC 2024,Round 1,5
NAUDC 2025,Novice Finals,4
NAUDC 2025,Novice Semifinals,8
NAUDC 2025,Grand Final,2
NAUDC 2025,Semifinals,0
NAUDC 2025,Quarterfinals,8
NAUDC 2025,Round 7,9
NAUDC 2025,Round 6,0
NAUDC 2025,Round 5,2
NAUDC 2025,Round 4,9
NAUDC 2025,Round 3,1
NAUDC 2025,Round 2,9
NAUDC 2025,Round 1,8
NEADC 2021,EFL Finals,7
NEADC 2021,EFL Semifinals,8
NEADC 2021,EFL Quarterfinals,7
NEADC 2021,Grand Final,8
NEADC 2021,Semifinals,4
NEADC 2021,Quarterfinals,9
NEADC 2021,Octofinals,0
NEADC 2021,Round 6,8
NEADC 2021,Round 5,7
NEADC 2021,Round 4,9
NEADC 2021,Round 3,4
NEADC 2021,Round 2,8
NEADC 2021,Round 1,6
NEADC 2022,EFL Finals,2
NEADC 2022,EFL Semifinals,2
NEADC 2022,EFL Quarterfinals,9
NEADC 2022,EFL Partial Octofinals,9
NEADC 2022,Grand Final,2
NEADC 2022,Semifinals,0
NEADC 2022,Quarterfinals,2
NEADC 2022,Octofinals,9
NEADC 2022,Partial Double-Octofinals,9
NEADC 2022,Round 6,9
NEADC 2022,Round 5,4
NEADC 2022,Round 4,5
NEADC 2022,Round 3,0
NEADC 2022,Round 2,7
NEADC 2022,Round 1,9
NEADC 2023,Schools Finals,8
NEADC 2023,Schools Semifinals,7
NEADC 2023,Schools Quarterfinals,8
NEADC 2023,EFL Finals,5
NEADC 2023,EFL Semifinals,7
NEADC 2023,Grand Final,3
NEADC 2023,Semifinals,9
NEADC 2023,Quarterfinals,0
NEADC 2023,Pre-Quarterfinals,7
NEADC 2023,Round 6,7
NEADC 2023,Round 5,3
NEADC 2023,Round 4,6
NEADC 2023,Round 3,2
NEADC 2023,Round 2,9
NEADC 2023,Round 1,5
NEADC 2024,EFL Final,2
NEADC 2024,EFL Semi Finals,6
NEADC 2024,Open Grand Final,3
NEADC 2024,Open Semi Finals,9
NEADC 2024,Open Quarter Finals,8
NEADC 2024,Round 6,5
NEADC 2024,Round 5,0
NEADC 2024,Round 4,8
NEADC 2024,Round 3,2
NEADC 2024,Round 2,9
NEADC 2024,Round 1,9
Nepal Debate Open 2021,Novice Finals,8
Nepal Debate Open 2021,Grand Final,4
Nepal Debate Open 2021,Semifinals,0
Nepal Debate Open 2021,Pre Semi Finals,2
Nepal Debate Open 2021,Round 6,9
Nepal Debate Open 2021,Round 5,8
Nepal Debate Open 2021,Round 4,8
Nepal Debate Open 2021,Round 3,2
Nepal Debate Open 2021,Round 2,7
Nepal Debate Open 2021,Round 1,6
Newman Shield 2023,Grand Final,9
Newman Shield 2023,Semifinals,3
Newman Shield 2023,Round 5,7
Newman Shield 2023,Round 4,4
Newman Shield 2023,Round 3,8
Newman Shield 2023,Round 2,9
Newman Shield 2023,Round 1,6
Nijmegen Open 2023,Grand Final,8
Nijmegen Open 2023,Round 6,6
Nijmegen Open 2023,Round 5,0
Nijmegen Open 2023,Round 4,8
Nijmegen Open 2023,Round 3,9
Nijmegen Open 2023,Round 2,2
Nijmegen Open 2023,Round 1,6
NUS Pre-Worlds 2023,Round 5,7
NUS Pre-Worlds 2023,Round 4,5
NUS Pre-Worlds 2023,Round 3,6
NUS Pre-Worlds 2023,Round 2,0
NUS Pre-Worlds 2023,Round 1,9
Odesa ESL Open 2021,Round 1,3
Odesa ESL Open 2021,Round 2,3
Odesa ESL Open 2021,Round 3,3
Odesa ESL Open 2021,Round 4,8
Odesa ESL Open 2021,Round 5,6
Odesa ESL Open 2021,Semifinals,9
Odesa ESL Open 2021,Grand Final,0
Odesa ESL Open 2021,Novice Finals,9
Open Brasil 2024,Final Schools,7
Open Brasil 2024,Final Novice,8
Open Brasil 2024,Final,7
Open Brasil 2024,Semifinals,9
Open Brasil 2024,Round 5,7
Open Brasil 2024,Round 4,6
Open Brasil 2024,Round 3,9
Open Brasil 2024,Round 2,6
Open Brasil 2024,Round 1,8
Osaka IV 2024,EFL Finals,0
Osaka IV 2024,EFL Semifinals,0
Osaka IV 2024,Grand Final,8
Osaka IV 2024,Semifinals,6
Osaka IV 2024,Quarterfinals,8
Osaka IV 2024,Pre-Quarterfinals,9
Osaka IV 2024,Round 5,4
Osaka IV 2024,Round 4,0
Osaka IV 2024,Round 3,2
Osaka IV 2024,Round 2,1
Osaka IV 2024,Round 1,2
Ottawa Round Robin 2025,Grand Final,8
Ottawa Round Robin 2025,Round 5B,-1
Ottawa Round Robin 2025,Round 5A,0
Ottawa Round Robin 2025,Round 4B,-1
Ottawa Round Robin 2025,Round 4A,9
Ottawa Round Robin 2025,Round 3B,4
Ottawa Round Robin 2025,Round 3A,4
Ottawa Round Robin 2025,Round 2B,-1
Ottawa Round Robin 2025,Round 2A,2
Ottawa Round Robin 2025,Round 1B,-1
Ottawa Round Robin 2025,Round 1A,6
Ottawa RR 2024,Grand Final,0
Ottawa RR 2024,Round 5B,-1
Ottawa RR 2024,Round 5A,0
Ottawa RR 2024,Round 4B,-1
Ottawa RR 2024,Round 4A,9
Ottawa RR 2024,Round 3B,-1
Ottawa RR 2024,Round 3A,2
Ottawa RR 2024,Round2B,-1
Ottawa RR 2024,Round 2A,3
Ottawa RR 2024,Round 1B,1
Ottawa RR 2024,Round 1A,1
Oxford IV 2021,Novice Grand Finals,5
Oxford IV 2021,ESL Grand Finals,8
Oxford IV 2021,ESL Semi Finals,0
Oxford IV 2021,ESL Partial Quarter Finals,1
Oxford IV 2021,Open Grand Final,8
Oxford IV 2021,Open Semifinals,3
Oxford IV 2021,Open Quarterfinals,0
Oxford IV 2021,Open Partial Octofinals,1
Oxford IV 2021,Round 5,2
Oxford IV 2021,Round 4,9
Oxford IV 2021,Round 3,4
Oxford IV 2021,Round 2,7
Oxford IV 2021,Round 1,0
Oxford IV 2022,Round 1,5
Oxford IV 2022,Round 2,9
Oxford IV 2022,Round 3,8
Oxford IV 2022,Round 4,0
Oxford IV 2022,Round 5,9
Oxford IV 2022,Quarterfinals,9
Oxford IV 2022,Novice Final,8
Oxford IV 2022,Semifinals,7
Oxford IV 2022,ESL Final,6
Oxford IV 2022,Grand Final,0
Oxford IV 2023,Grand Final,6
Oxford IV 2023,Semifinals,9
Oxford IV 2023,ESL Grand Finals,7
Oxford IV 2023,Quarterfinals,3
Oxford IV 2023,ESL Semifinals,7
Oxford IV 2023,Novice Grand Final,8
Oxford IV 2023,Round 5,6
Oxford IV 2023,Round 4,8
Oxford IV 2023,Round 3,7
Oxford IV 2023,Round 2,6
Oxford IV 2023,Round 1,0
Oxford IV 2024,Grand Final,4
Oxford IV 2024,ESL Finals,0
Oxford IV 2024,Novice Finals,7
Oxford IV 2024,Semifinals,0
Oxford IV 2024,Quarterfinals,8
Oxford IV 2024,Round 5,9
Oxford IV 2024,Round 4,6
Oxford IV 2024,Round 3,5
Oxford IV 2024,Round 2,6
Oxford IV 2024,Round 1,2
Oxford Schools Finals Day 2024,Novice Finals,8
Oxford Schools Finals Day 2024,ESL Finals,8
Oxford Schools Finals Day 2024,Grand Final,3
Oxford Schools Finals Day 2024,Semifinals,9
Oxford Schools Finals Day 2024,Round 4,2
Oxford Schools Finals Day 2024,Round 3,4
Oxford Schools Finals Day 2024,Round 2,1
Oxford Schools Finals Day 2024,Round 1,2
Oxford Schools Finals Day 2025,Round 1,1
Oxford Schools Finals Day 2025,Round 2,2
Oxford Schools Finals Day 2025,Round 3,6
Oxford Schools Finals Day 2025,Round 4 (Silent),9
Oxford Schools Finals Day 2025,Novice Final,3
Oxford Schools Finals Day 2025,State School Final,5
Oxford Schools Finals Day 2025,ESL Final,0
Oxford Schools Finals Day 2025,Semifinals,3
Oxford Schools Finals Day 2025,Grand Final,4
Pakistan Debate Open 2021,Grand Finals,2
Pakistan Debate Open 2021,Novice Finals,5
Pakistan Debate Open 2021,Semifinals,8
Pakistan Debate Open 2021,Novice Semis,2
Pakistan Debate Open 2021,Quarterfinals,7
Pakistan Debate Open 2021,Partial Octofinals,0
Pakistan Debate Open 2021,Round 4,8
Pakistan Debate Open 2021,Round 3,8
Pakistan Debate Open 2021,Round 2,0
Pakistan Debate Open 2021,Round 1,5
Pan American Queer Open 2020,ProAm Finals,6
Pan American Queer Open 2020,Grand Final,2
Pan American Queer Open 2020,Prefinals,0
Pan American Queer Open 2020,Round 4,3
Pan American Queer Open 2020,Round 3,3
Pan American Queer Open 2020,Round 2,6
Pan American Queer Open 2020,Round 1,-1
Panamanian DC 2023,Grand Final,4
Panamanian DC 2023,Round 4,2
Panamanian DC 2023,Round 3,3
Panamanian DC 2023,Round 2,6
Panamanian DC 2023,Round 1,7
PAUDC 2021,Grand Final,0
PAUDC 2021,Semifinals,6
PAUDC 2021,Quarterfinals,4
PAUDC 2021,Partial Double Quarterfinals,9
PAUDC 2021,Round 9,8
PAUDC 2021,Round 8,8
PAUDC 2021,Round 7,1
PAUDC 2021,Round 6,7
PAUDC 2021,Round 5,9
PAUDC 2021,Round 4,4
PAUDC 2021,Round 3,9
PAUDC 2021,Round 2,3
PAUDC 2021,Round 1,2
PAUDC 2022,Grand Final,0
PAUDC 2022,Semifinals,9
PAUDC 2022,Quarterfinals,0
PAUDC 2022,Partial Quarterfinals,9
PAUDC 2022,Round 9,0
PAUDC 2022,Round 8,5
PAUDC 2022,Round 7,3
PAUDC 2022,Round 6,4
PAUDC 2022,Round 5,0
PAUDC 2022,Round 4,9
PAUDC 2022,Round 3,5
PAUDC 2022,Round 2,8
PAUDC 2022,Round 1,0
PAUDC 2023,Grand Final,-1
PAUDC 2023,Semifinals,-1
PAUDC 2023,Quarterfinals,-1
PAUDC 2023,Pre-Quarterfinal,8
PAUDC 2023,Round 9,7
PAUDC 2023,Round 8,9
PAUDC 2023,Round 7,9
PAUDC 2023,Round 6,7
PAUDC 2023,Round 5,7
PAUDC 2023,Round 4,0
PAUDC 2023,Round 3,8
PAUDC 2023,Round 2,1
PAUDC 2023,Round 1,9
PAUDC 2024,Grand Final,3
PAUDC 2024,Semifinals,0
PAUDC 2024,Quarterfinals,7
PAUDC 2024,Octofinals,3
PAUDC 2024,Round 9,9
PAUDC 2024,Round 8,2
PAUDC 2024,Round 7,9
PAUDC 2024,Round 6,9
PAUDC 2024,Round 5,8
PAUDC 2024,Round 4,6
PAUDC 2024,Round 3,9
PAUDC 2024,Round 2,5
PAUDC 2024,Round 1,1
Pearl Pre-ABP BPD 2021,Novice Finals,8
Pearl Pre-ABP BPD 2021,Novice Semifinals,2
Pearl Pre-ABP BPD 2021,Grand Final,8
Pearl Pre-ABP BPD 2021,Semifinals,6
Pearl Pre-ABP BPD 2021,Quarterfinals,9
Pearl Pre-ABP BPD 2021,Pre-Quarterfinals,7
Pearl Pre-ABP BPD 2021,Round 5,7
Pearl Pre-ABP BPD 2021,Round 4,0
Pearl Pre-ABP BPD 2021,Round 3,0
Pearl Pre-ABP BPD 2021,Round 2,2
Pearl Pre-ABP BPD 2021,Round 1,5
Philippine NDC Diliman 2022,ProAm Finals,6
Philippine NDC Diliman 2022,Grand Final,2
Philippine NDC Diliman 2022,Prefinals,0
Philippine NDC Diliman 2022,Round 4,3
Philippine NDC Diliman 2022,Round 3,3
Philippine NDC Diliman 2022,Round 2,6
Philippine NDC Diliman 2022,Round 1,-1
Pre-EUDC Odesa Open 2023,Pro-Am Finals,0
Pre-EUDC Odesa Open 2023,ESL Finals,8
Pre-EUDC Odesa Open 2023,Grand Final,3
Pre-EUDC Odesa Open 2023,Semifinals,7
Pre-EUDC Odesa Open 2023,Quarterfinals,7
Pre-EUDC Odesa Open 2023,Round 5,2
Pre-EUDC Odesa Open 2023,Round 4,0
Pre-EUDC Odesa Open 2023,Round 3,9
Pre-EUDC Odesa Open 2023,Round 2,8
Pre-EUDC Odesa Open 2023,Round 1,6
Princeton IV 2021,ESL Finals,4
Princeton IV 2021,ESL Semifinals,7
Princeton IV 2021,Grand Final,8
Princeton IV 2021,Semifinals,8
Princeton IV 2021,Quarterfinals,9
Princeton IV 2021,Partial Double Quarterfinals,0
Princeton IV 2021,Round 5,2
Princeton IV 2021,Round 4,1
Princeton IV 2021,Round 3,-1
Princeton IV 2021,Round 2,5
Princeton IV 2021,Round 1,0
Princeton IV 2023,Round 1,3
Princeton IV 2023,Round 2,8
Princeton IV 2023,Round 3,7
Princeton IV 2023,Round 4,2
Princeton IV 2023,Round 5,4
Princeton IV 2023,Pre-Quarterfinals,3
Princeton IV 2023,Quarterfinals,0
Princeton IV 2023,Semifinals,3
Princeton IV 2023,Grand Final,9
Princeton IV 2023,ESL Finals,1
Princeton IV 2023,Novice Finals,2
Princeton IV 2024,ESL Finals,5
Princeton IV 2024,ESL Semifinals,0
Princeton IV 2024,Grand Final,4
Princeton IV 2024,Semifinals,4
Princeton IV 2024,Quarterfinals,9
Princeton IV 2024,Partial-double Quarterfinals,8
Princeton IV 2024,Round 5,9
Princeton IV 2024,Round 4,9
Princeton IV 2024,Round 3,7
Princeton IV 2024,Round 2,8
Princeton IV 2024,Round 1,2
Queen Mary IV 2021,Round 1,2
Queen Mary IV 2021,Round 2,0
Queen Mary IV 2021,Round 3,3
Queen Mary IV 2021,Round 4,7
Queen Mary IV 2021,Silver Final,7
Queen Mary IV 2021,Gold Final,7
Queen Mary IV 2021,Pro-Am Final,7
Ramadan Debate Open 2024,Novice Finals,-1
Ramadan Debate Open 2024,Novice Semifinals,9
Ramadan Debate Open 2024,Novice Pre-Semifinals,8
Ramadan Debate Open 2024,Grand Final,4
Ramadan Debate Open 2024,Semifinals,3
Ramadan Debate Open 2024,Quarterfinals,0
Ramadan Debate Open 2024,Round 4,0
Ramadan Debate Open 2024,Round 3,2
Ramadan Debate Open 2024,Round 2,7
Ramadan Debate Open 2024,Round 1,8
Ramadan Debate Open 2025,School Finals,-1
Ramadan Debate Open 2025,Novice Finals,-1
Ramadan Debate Open 2025,Novice Semifinals,-1
Ramadan Debate Open 2025,Grand Final,6
Ramadan Debate Open 2025,Semifinals,0
Ramadan Debate Open 2025,Quarterfinals,9
Ramadan Debate Open 2025,Round 4,9
Ramadan Debate Open 2025,Round 3,9
Ramadan Debate Open 2025,Round 2,6
Ramadan Debate Open 2025,Round 1,1
RMLBPD Pre-WUDC 2023,Novice Finals,3
RMLBPD Pre-WUDC 2023,Novice Semifinals,2
RMLBPD Pre-WUDC 2023,Open Grand Finals,7
RMLBPD Pre-WUDC 2023,Open Semi Finals,9
RMLBPD Pre-WUDC 2023,Open Quarter Finals,2
RMLBPD Pre-WUDC 2023,Round 5,9
RMLBPD Pre-WUDC 2023,Round 4,0
RMLBPD Pre-WUDC 2023,Round 3,2
RMLBPD Pre-WUDC 2023,Round 2,8
RMLBPD Pre-WUDC 2023,Round 1,6
RPDA Pre-PAUDC 2023,Grand Final,7
RPDA Pre-PAUDC 2023,Semifinals,0
RPDA Pre-PAUDC 2023,Quarterfinals,3
RPDA Pre-PAUDC 2023,Round 5,9
RPDA Pre-PAUDC 2023,Round 4,0
RPDA Pre-PAUDC 2023,Round 3,4
RPDA Pre-PAUDC 2023,Round 2,1
RPDA Pre-PAUDC 2023,Round 1,8
RPMD 2021,Novice Finals,8
RPMD 2021,Novice Semifinals,9
RPMD 2021,Novice Quarterfinals,0
RPMD 2021,Grand Final,8
RPMD 2021,Semifinals,5
RPMD 2021,Quarterfinals,9
RPMD 2021,Pre Quarterfinals,0
RPMD 2021,Round 5,2
RPMD 2021,Round 4,9
RPMD 2021,Round 3,2
RPMD 2021,Round 2,1
RPMD 2021,Round 1,8
RPMD 2022,Novice Finals,8
RPMD 2022,Novice Semifinals,2
RPMD 2022,Grand Final,2
RPMD 2022,Semifinals,3
RPMD 2022,Quarterfinals,0
RPMD 2022,Round 5,9
RPMD 2022,Round 4,7
RPMD 2022,Round 3,2
RPMD 2022,Round 2,0
RPMD 2022,Round 1,2
RPMD 2023,Novice Finals,3
RPMD 2023,Novice Finals,9
RPMD 2023,Novice Finals,9
RPMD 2023,Novice Semifinals,0
RPMD 2023,Novice Semifinals,0
RPMD 2023,Novice Semifinals,0
RPMD 2023,Grand Final,8
RPMD 2023,Grand Final,8
RPMD 2023,Grand Final,8
RPMD 2023,Semifinals,3
RPMD 2023,Semifinals,9
RPMD 2023,Semifinals,9
RPMD 2023,Quarterfinals,0
RPMD 2023,Quarterfinals,0
RPMD 2023,Quarterfinals,0
RPMD 2023,Round 5,2
RPMD 2023,Round 5,2
RPMD 2023,Round 5,2
RPMD 2023,Round 4,9
RPMD 2023,Round 4,9
RPMD 2023,Round 4,9
RPMD 2023,Round 3,8
RPMD 2023,Round 3,2
RPMD 2023,Round 3,2
RPMD 2023,Round 2,8
RPMD 2023,Round 2,3
RPMD 2023,Round 2,7
RPMD 2023,Round 1,5
RPMD 2023,Round 1,5
RPMD 2023,Round 1,5
RPMD 2024,Round 1,7
RPMD 2024,Round 2,0
RPMD 2024,Round 3,8
RPMD 2024,Round 4,6
RPMD 2024,Semifinals,9
RPMD 2024,Grand Final,8
RV Debate Tournament 2021,Grand Final,6
RV Debate Tournament 2021,Novice Finals,0
RV Debate Tournament 2021,Semifinals,0
RV Debate Tournament 2021,Novice Semifinals,4
RV Debate Tournament 2021,Quarterfinals,4
RV Debate Tournament 2021,Round 5,9
RV Debate Tournament 2021,Round 4,8
RV Debate Tournament 2021,Round 3,9
RV Debate Tournament 2021,Round 2,3
RV Debate Tournament 2021,Round 1,5
Santa Mesa DO 2024,Novice Finals,8
Santa Mesa DO 2024,Novice Semifinals,7
Santa Mesa DO 2024,Grand Final,3
Santa Mesa DO 2024,Semifinals,3
Santa Mesa DO 2024,Quarterfinals,0
Santa Mesa DO 2024,Round 5,2
Santa Mesa DO 2024,Round 4,1
Santa Mesa DO 2024,Round 3,0
Santa Mesa DO 2024,Round 2,7
Santa Mesa DO 2024,Round 1,4
Santa Mesa DO 2024,Grand Final,3
Santa Mesa DO 2024,Semifinals,6
Santa Mesa DO 2024,Novice Grandfinals,8
Santa Mesa DO 2024,Quarterfinals,9
Santa Mesa DO 2024,Novice Semifinals,4
Santa Mesa DO 2024,Octofinals,9
Santa Mesa DO 2024,Round 5,7
Santa Mesa DO 2024,Round 4,9
Santa Mesa DO 2024,Round 3,2
Santa Mesa DO 2024,Round 2,9
Santa Mesa DO 2024,Round 1,5
SANUDC 2021,Open Final,0
SANUDC 2021,ESL Final,8
SANUDC 2021,Semi Final,7
SANUDC 2021,Round 5,2
SANUDC 2021,Round 4,1
SANUDC 2021,Round 3,3
SANUDC 2021,Round 2,6
SANUDC 2021,Round 1,8
SBS BPD 2022,Open Grand Final,7
SBS BPD 2022,Open Semi Finals,7
SBS BPD 2022,Novice Finals,9
SBS BPD 2022,Open Quarter Finals,0
SBS BPD 2022,Novice Semi Finals,8
SBS BPD 2022,Round 5,9
SBS BPD 2022,Round 4,4
SBS BPD 2022,Round 3,2
SBS BPD 2022,Round 2,8
SBS BPD 2022,Round 1,5
SBS BPD 2023,Open Grand Final,8
SBS BPD 2023,Open Semi Finals,9
SBS BPD 2023,Novice Finals,0
SBS BPD 2023,Round 5,3
SBS BPD 2023,Round 4,8
SBS BPD 2023,Round 3,7
SBS BPD 2023,Round 2,2
SBS BPD 2023,Round 1,8
SBS BPD 2024,Open Finals,3
SBS BPD 2024,Novice Finals,8
SBS BPD 2024,Open Semi Finals,9
SBS BPD 2024,Novice Semi Final,5
SBS BPD 2024,Open Quarter Finals,0
SBS BPD 2024,Round 5,2
SBS BPD 2024,Round 4,3
SBS BPD 2024,Round 3,2
SBS BPD 2024,Round 2,9
SBS BPD 2024,Round 1,8
SBS BPD 2025,Novice Finals,8
SBS BPD 2025,Grand Final,6
SBS BPD 2025,Semifinals,0
SBS BPD 2025,Round 5,9
SBS BPD 2025,Round 4,9
SBS BPD 2025,Round 3,8
SBS BPD 2025,Round 2,5
SBS BPD 2025,Round 1,7
Scottish Mace 2022,Grand Final,0
Scottish Mace 2022,Semifinals,0
Scottish Mace 2022,Round 5,2
Scottish Mace 2022,Round 4,4
Scottish Mace 2022,Round 3,0
Scottish Mace 2022,Round 2,8
Scottish Mace 2022,Round 1,1
Scottish Mace 2025,Grand Final,8
Scottish Mace 2025,Semifinals,6
Scottish Mace 2025,Round 5,9
Scottish Mace 2025,Round 4,3
Scottish Mace 2025,Round 3,2
Scottish Mace 2025,Round 2,8
Scottish Mace 2025,Round 1,9
Seattle IV 2021,Open Finals,9
Seattle IV 2021,Open Semifinals,7
Seattle IV 2021,Open Quarterfinals,3
Seattle IV 2021,Novice Finals,3
Seattle IV 2021,Round 5,5
Seattle IV 2021,Round 4,9
